symbol,name,price,Volume,turnover,blue_daily,blue_days,latest_day_blue_value,blue_weekly,blue_weeks,latest_week_blue_value,lired_daily,lired_days,latest_day_lired_value,lired_weekly,lired_weeks,latest_week_lired_value,has_day_blue,has_week_blue,has_day_lired,has_week_lired,has_day_week_blue,has_day_week_lired
00003.HK,香港中华煤气,6.61,21447682.0,14176.917802000002,152.99543058824534,3,152.99543058824534,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
00033.HK,INTL GENIUS,0.78,1636000.0,127.608,0.0,0,0.0,0.0,3,167.19601656303465,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
00069.HK,香格里拉(亚洲),4.04,2716000.0,1097.264,200.0,3,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
00123.HK,越秀地产,4.23,23741846.0,10042.800858,2.19024966011698,0,0.0,156.55952696265467,2,156.55952696265467,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
00195.HK,绿科科技国际,0.28,12944000.0,362.4320000000001,192.78695070931144,1,192.78695070931144,200.0,2,200.0,-200.0,3,-200.0,0.0,0,0.0,False,True,True,False,False,False
00314.HK,思派健康,5.3,45232200.0,23973.066,0.0,0,0.0,0.0,2,171.29282956950823,-98.57602407528805,0,0.0,0.0,0,0.0,False,True,False,False,False,False
00341.HK,大家乐集团,6.87,3010000.0,2067.87,95.88061756648408,0,0.0,163.8573470838184,4,163.8573470838184,0.0,1,-134.17988249997998,0.0,0,0.0,False,True,False,False,False,False
00419.HK,弘毅文化集团,0.04,35717500.0,142.87,0.0,0,0.0,0.0,2,169.1836954878764,-200.0,1,-200.0,0.0,0,0.0,False,True,False,False,False,False
00708.HK,恒大汽车,0.17,163271295.0,2775.612015,0.0,3,148.97749609923926,200.0,5,200.0,0.0,1,-101.44383713843247,0.0,0,0.0,True,True,False,False,True,False
00777.HK,网龙,10.2,6296000.0,6421.919999999999,0.0,0,0.0,0.0,2,147.95083993701797,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
00873.HK,世茂服务,0.74,2198000.0,162.652,170.4092628953908,3,170.4092628953908,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
00999.HK,小菜园,8.69,16828800.0,14624.2272,0.0,5,200.0,200.0,3,200.0,0.0,0,0.0,0.0,0,0.0,True,True,False,False,True,False
01115.HK,西藏水资源,0.29,7768000.0,225.272,0.0,2,148.70691331945133,173.81236304501832,2,173.81236304501832,0.0,0,0.0,0.0,0,0.0,False,True,False,False,False,False
01188.HK,正道集团,0.012,128088000.0,153.7056,119.69344297192924,1,119.69344297192924,182.02281458703067,4,182.02281458703067,0.0,2,-149.0905530003223,0.0,0,0.0,False,True,False,False,False,False
01211.HK,比亚迪股份,124.5,20648329.0,257071.69605,91.22576829888463,0,0.0,134.47417686265703,2,134.47417686265703,0.0,0,0.0,0.0,1,-200.0,False,True,False,False,False,False
01354.HK,经发物业,19.42,177000.0,343.73400000000004,200.0,4,200.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
01401.HK,SPROCOMM INTEL,1.23,1288000.0,158.424,150.77312945501066,5,150.77312945501066,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,True,False,False,False,False,False
