symbol,company_name,signals,price,volume,turnover,pink_daily,blue_daily,pink_weekly,blue_weekly,lired_daily,lired_weekly,DIF,DEA,MACD,EMAMACD,V1,V2,V3,V4
AAPY,Kurv Yield Premium Strategy Apple (AAPL) ETF,"日BLUE>150(3天), 周PINK上穿10, , 倍量柱(1次)",23.0,1929.0,44367.0,8.364919432013487,0.0,5.83099115339323,0.0,0,0,-0.9865630166958184,-0.5900329799028534,-0.7930600735859299,-0.7773585511582757,0.22430487804878046,-0.016197167240441707,-0.014476673421268722,-0.00018925432010902834
ABNY,YieldMax ABNB Option Income Strategy ETF,"周PINK上穿10, 周BLUE>150(2周), 倍量柱(1次)",12.62,2185.0,27574.699999999997,10.597703064628625,0.0,4.828326180257504,0.0,0,0,-0.8820168849721259,-0.5574139529536679,-0.649205864036916,-0.7460624714495039,0.12317073170731707,-0.013656739944396618,-0.01287486176395342,-8.600659984875181e-05
ACEL,"Accel Entertainment, Inc.","周PINK上穿10, , 倍量柱(1次)",9.835,97579.0,959689.4650000001,6.415599299018552,0.0,2.2678713129817476,0.0,0,0,-0.6225870377086018,-0.4474077922155131,-0.35035849098617744,-0.5003986332631847,0.09590243902439025,-0.009005252175713463,-0.009115310329288237,1.2106396893225153e-05
ACP,abrdn Income Credit Strategies Fund,"周PINK上穿10, , 倍量柱(1次)",5.9041,225090.0,1328953.869,-0.951022667391646,113.6192887410865,9.382604557758654,0.0,0,0,-0.06345578422905351,-0.03562939029399025,-0.05565278787012652,-0.05271861241799777,0.05768048780487805,-0.0010101796362136997,-0.000854179352431718,-1.7160031216017992e-05
ADCT,ADC Therapeutics SA,"周BLUE>150(4周), 倍量柱(1次)",1.745,44835.0,78237.07500000001,76.30508907288146,0.0,14.336232057047756,0.0,0,0,0.03921072900522393,0.01519246944088739,0.048036519128673086,0.07087513698314435,0.01707682926829268,0.0003820975937765467,0.0003925451567893904,-1.1492319314128092e-06
ADNT,Adient plc Ordinary Shares,"周BLUE>150(2周), 倍量柱(1次)",13.91,169452.0,2357077.32,8.701916737381866,0.0,4.0208030976293925,0.0,0,0,-1.0520805484581253,-0.8866327667364515,-0.3308955634433475,-0.4689617610443769,0.1360487804878049,-0.016289485974054912,-0.01634733001611039,6.362844626102634e-06
AFGE,"American Financial Group, Inc. 4.500% Subordinated Debentures due 2060","周BLUE>150(2周), 倍量柱(2次)",17.2938,5631.0,97381.38780000001,24.71465751261143,0.0,5.840529726862702,0.0,0,0,-0.2480748014532601,-0.21375605645672163,-0.06863748999307695,-0.11186031825617568,0.16906353658536585,-0.003799218721741604,-0.004070276841923404,2.9816393219997962e-05
AGOX,Adaptive Alpha Opportunities ETF,"周PINK上穿10, , 倍量柱(1次)",24.69,15983.0,394620.27,11.276261146224227,0.0,4.690368827956035,0.0,0,0,-1.079660663872879,-0.844727448783254,-0.4698664301792499,-0.619981308012127,0.24534146341463414,-0.014955442782043638,-0.01538483933324888,4.723362063257675e-05
AIBD,Direxion Daily AI and Big Data Bear 2X Shares,"周BLUE>150(4周), 倍量柱(2次)",17.6608,12821.0,226429.1168,72.74928323509141,0.0,37.589588994565204,0.0,0,0,1.0331811656425742,0.9228893956220019,0.22058354004114467,0.5989057879409667,0.17246731707317073,0.01408857980893416,0.015931552939686823,-0.00020272704438279297
AHH,"Armada Hoffler Properties, Inc.","周BLUE>150(2周), 倍量柱(2次)",7.735,466382.0,3607464.77,3.174938908268012,148.91055281897906,2.497467022284069,173.2644721103409,0,0,-0.6034727437508032,-0.39676228724693774,-0.4134209130077309,-0.32011014420620254,0.07539024390243902,-0.010180185762443464,-0.008436522644961298,-0.00019180294292303824
AIM,AIM ImmunoTech Inc.,"周BLUE>150(2周), 倍量柱(2次)",0.1187,64458.0,7651.1646,5.451712125309698,0.0,2.3463792121253526,0.0,0,0,-0.013527051364607093,-0.015733287321810053,0.00441247191440592,0.004871414892171869,0.0011593853658536585,-0.00022287730509482962,-0.00022800358262688137,5.638905285256922e-07
ALEC,"Alector, Inc. Common Stock","日PINK上穿10, 周BLUE>150(2周)",1.315,78953.0,103823.19499999999,6.979969244787169,0.0,0.7529167210805594,0.0,0,0,-0.13274371601284551,-0.1118770909274252,-0.04173325017084062,-0.03963415075746907,0.013012195121951222,-0.0022514113679611703,-0.0021708100516590187,-8.866144793236675e-06
AMTD,"AMTD IDEA Group American Depositary Shares, each representing six (6) Class A Ordinary Shares","周BLUE>150(2周), 倍量柱(2次)",1.0701,4692.0,5020.9092,50.241274981086434,0.0,13.385291575992717,0.0,0,0,0.0025930666998914553,-0.009115587861976788,0.023417309123736487,0.015897859091478287,0.010417560975609757,3.8168450489574346e-05,-6.720787399866016e-05,1.1591395693705796e-05
ANRO,Alto Neuroscience Inc.,"周BLUE>150(3周), 倍量柱(1次)",2.94,114137.0,335562.77999999997,14.634324857331709,0.0,2.533605194925723,0.0,0,0,-0.1617439767273563,-0.1802662679500201,0.0370445824453276,0.13295303949851964,0.02892682926829268,-0.003236074654580194,-0.0026359213250715247,-6.601686624595364e-05
APLY,YieldMax AAPL Option Income Strategy ETF,"周PINK上穿10, 周BLUE>150(4周), 倍量柱(1次)",14.63,16211.0,237166.93000000002,9.943129941225266,0.0,6.267354985565416,0.0,0,0,-0.7603008717457023,-0.45051551879596263,-0.6195707058994793,-0.5775862078545017,0.14283951219512198,-0.012441802401792823,-0.010765740025508007,-0.00018436686139132984
ARKD,ARK 21Shares Blockchain and Digital Economy Innovation ETF,"日PINK上穿10, , 周PINK上穿10, , 倍量柱(1次)",36.66,8838.0,324001.07999999996,9.348970287156131,0.0,9.566637213907654,0.0,0,0,-3.5777620037707294,-3.453246876083665,-0.24903025537412837,-0.8663066559234192,0.3598048780487804,-0.053117856719181955,-0.05664044449135929,0.00038748465493950704
ARL,"American Realty Investors, Inc.","周PINK上穿10, , 黄金柱(1次), 倍量柱(2次)",13.03,338.0,4404.139999999999,19.363073643629896,0.0,7.712741142279075,0.0,0,0,-0.2392876142434872,-0.09904392400560268,-0.28048738047576904,-0.05748098559396741,0.1271219512195122,-0.005117026486283177,-0.0028014140796914925,-0.0002547173647250853
ASMF,Virtus AlphaSimplex Managed Futures ETF,"周BLUE>150(2周), 倍量柱(2次)",23.0801,1115.0,25734.311500000003,15.469072495323873,0.0,3.0326257772708,0.0,0,0,-0.2911531128908891,-0.2846698908786251,-0.012966444024527957,-0.08942046881353193,0.22525658536585366,-0.0041340290726245565,-0.004629239951675557,5.4473196695610075e-05
ATCH,"AtlasClear Holdings, Inc.","周BLUE>150(8周), 倍量柱(1次)",1.1704,161991.0,189594.26640000002,0.9889919872918613,0.0,0.1548912638321729,0.0,0,0,-1.0866200646976174,-1.177265690060678,0.18129125072612107,0.11898748643683331,0.011357317073170732,-0.019023483933244358,-0.020090004334057023,0.00011731724408939322
ASH,Ashland Inc.,"周BLUE>150(2周), 倍量柱(1次)",56.235,119339.0,6711028.665,7.6753200448406735,0.0,2.357920950250301,0.0,0,0,-3.0753588101919576,-2.980172508068935,-0.19037260424604519,-0.5507042819005106,0.551219512195122,-0.04860520841301774,-0.05092770655929049,0.0002554747960900025
ATI,ATI Inc.,"周PINK上穿10, , 倍量柱(1次)",50.105,322557.0,16161718.485,5.511388150748964,0.0,2.7390366112882765,0.0,0,0,-3.0636034723757604,-2.028512530889485,-2.070181882972551,-2.348552299160568,0.4912439024390244,-0.04649536987125874,-0.04352547060573633,-0.00032668891920746486
ATXI,"Avenue Therapeutics, Inc. Common Stock","周BLUE>150(2周), 倍量柱(2次)",0.4602,679516.0,312713.2632,4.5346792189531175,47.31009909361646,2.1506962907355325,155.93354422780254,0,0,-0.24505775906973404,-0.1884214467090297,-0.1132726247214087,-0.07058291460754498,0.004662682926829268,-0.00411621057712527,-0.0034570007248398687,-7.251308375139413e-05
AUB,Atlantic Union Bankshares Corporation,"日BLUE>150(4天), 周PINK上穿10, , 倍量柱(1次)",32.52,165464.0,5380889.28,12.694052180102345,0.0,9.593463340713264,0.0,0,0,-1.64075034001268,-1.5072138806184046,-0.2670729187885508,-0.6306444301997783,0.317530487804878,-0.02457974912250971,-0.02639615783012569,0.000199804957837758
AVDV,Avantis International Small Cap Value ETF,"周PINK下穿94, , 倍量柱(1次)",71.6,156853.0,11230674.799999999,99.59291330323298,0.0,98.4923584713205,0.0,0,0,1.2124706557368228,0.8328462571191022,0.7592487972354411,0.4409060255161258,0.6981775609756097,0.020715051346402946,0.016275714588607097,0.0004883270433575433
AVDV,Avantis International Small Cap Value ETF,"周PINK下穿94, , 倍量柱(1次)",71.6,156853.0,11230674.799999999,99.59291330323298,0.0,98.4923584713205,0.0,0,0,1.2124706557368228,0.8328462571191022,0.7592487972354411,0.4409060255161258,0.6981775609756097,0.020715051346402946,0.016275714588607097,0.0004883270433575433
AWEG,Alger Weatherbie Enduring Growth ETF,"日BLUE>150(4天), , 周BLUE>150(2周), 倍量柱(1次)",22.1,210.0,4641.0,13.10441562654093,0.0,2.9404697814585714,0.0,0,0,-1.0294347632553738,-0.9608194245399124,-0.13723067743092265,-0.3558295460962926,0.21565853658536588,-0.015231886562125319,-0.0164356360033768,0.00013241243853766283
AVY,Avery Dennison Corp.,"周PINK上穿10, , 倍量柱(1次)",178.88,116156.0,20777985.28,17.759337331113624,0.0,8.597963472322954,0.0,0,0,-2.4906718667315033,-1.836052324610927,-1.3092390842411525,-1.274623865047977,1.748108292682927,-0.04186982835260333,-0.03947211500807808,-0.00026374846789777766
AXL,"American Axle & Manufacturing Holdings, Inc.","周BLUE>150(2周), 倍量柱(1次)",4.5469,454158.0,2065011.0102,8.798093010034043,0.0,3.9301136332624282,0.0,0,0,-0.29008488273774713,-0.27177462059967894,-0.03662052427613638,-0.08985866864067463,0.0443629268292683,-0.0045080923224425015,-0.004834483227075733,3.590299950965545e-05
AZTR,Azitra Inc,"周BLUE>150(2周), 倍量柱(1次)",0.3353,128341.0,43032.7373,31.92336431228428,0.0,0.9524600937891028,0.0,0,0,-0.0028658155138059915,-0.0015743230670505386,-0.002582984893510906,-0.0024561220075978068,0.0032848780487804877,-6.631818540811085e-05,-5.914197047220825e-05,-7.893836429492853e-07
AYRO,"AYRO, Inc. Common Stock","日PINK上穿10, 周BLUE>150(2周), 倍量柱(1次)",0.5205,6773.0,3525.3464999999997,9.840529703792539,0.0,7.03883788531526,0.0,0,0,-0.03687262595540641,-0.03897042197362449,0.004195592036436158,0.00019611937914093699,0.0051024390243902444,-0.000568729679068642,-0.0006100691992076415,4.547347215289935e-06
BARK,"BARK, Inc.","周PINK上穿10, , 倍量柱(1次)",1.365,291845.0,398368.425,5.40443215813045,99.04348929015704,8.214769679124633,0.0,0,0,-0.17042678550270418,-0.13491311700131017,-0.07102733700278802,-0.08091697549323704,0.01321951219512195,-0.0026560934872653687,-0.0025085295783536096,-1.62320299802935e-05
BBSB,JPMorgan BetaBuilders U.S. Treasury Bond 1-3 Year ETF,"周PINK上穿10, , 黄金柱(1次), 倍量柱(2次)",98.71,11826.0,1167344.46,6.4865126485723135,0.0,9.62534829555359,0.0,0,0,0.12604853177170128,0.15662739295947609,-0.06115772237554962,-0.029433516787789032,0.9628504878048779,0.001208614764639293,0.001641421949509008,-4.760879033566864e-05
BBC,Virtus LifeSci Biotech Clinical Trials ETF,"周BLUE>150(3周), 倍量柱(2次)",19.67,5368.0,105588.56000000001,22.28815824259832,0.0,7.110551567892872,0.0,0,0,-0.7361322600720364,-0.8883007322310322,0.30433694431799174,0.20091363678788382,0.19189024390243906,-0.011597067173214792,-0.012877568612229611,0.0001408551582916301
BCAT,BlackRock Capital Allocation Term Trust,"日PINK上穿10, 周BLUE>150(3周), 倍量柱(1次)",14.68,158884.0,2332417.12,4.881406365021505,58.46452335655018,0.7402599169149209,200.0,0,0,-0.24703890803385242,-0.162692417707404,-0.16869298065289684,-0.1343786759946948,0.1435609756097561,-0.004057298058146225,-0.0033659105685397163,-7.605262385671593e-05
BBY,Yahoo Finance,"周PINK上穿10, , 倍量柱(1次)",72.845,731939.0,53318096.455,9.971909854435008,0.0,7.410433237882749,0.0,0,0,-5.3159664701004345,-3.5567913098400954,-3.5183503205206783,-4.403453542321408,0.7120731707317073,-0.07951197900387696,-0.07727957569750955,-0.00024556436370041525
BEPJ,Brookfield BRP Holdings (Canada) Inc. 7.250% Perpetual Subordinated Notes,"周BLUE>150(3周), 倍量柱(1次)",24.73,1370.0,33880.1,59.782778172222706,0.0,24.463062921900175,0.0,0,0,-0.17019825668614885,-0.21836524182383873,0.09633397027537977,-0.05305846773454018,0.24102439024390243,-0.0021900638415632,-0.0035772112021609584,0.00015258620966575342
BFS,"Saul Centers, Inc.","周PINK上穿10, , 倍量柱(1次)",36.15,3113.0,112534.95,16.808045932116663,0.0,9.62278783989137,0.0,0,0,-0.25401687411480367,-0.19219032607512576,-0.12365309607935582,-0.046657364954199226,0.35252731707317075,-0.005069120931239457,-0.004331447995184949,-8.114402296599591e-05
BGX,Blackstone Long-Short Credit Income Fund,"日PINK上穿10, , 周PINK上穿10, , 倍量柱(1次)",12.4,54063.0,670381.2000000001,9.798020936958531,0.0,8.175070966981092,0.0,0,0,-0.12157775661179926,-0.09705976717494202,-0.04903597887371447,-0.05726495258520463,0.12114634146341464,-0.0018094872652473643,-0.0017392082249330864,-7.730694434570566e-06
BGY,BlackRock Enhanced International Dividend Trust,"周PINK下穿94, , 倍量柱(1次)",5.77,235230.0,1357277.0999999999,88.83132215888243,0.0,94.16536961819654,0.0,0,0,0.06356061010175029,0.05587955072555555,0.015362118752389478,0.0024905620906368543,0.05629268292682926,0.001067148719381801,0.0008729450412017741,2.136240459980297e-05
BHV,BlackRock Virginia Muni Bond Trust,"周BLUE>150(2周), 倍量柱(2次)",10.702,7969.0,85284.238,44.75646418658456,0.0,26.8194095282024,0.0,0,0,-0.07242517130063675,-0.028333963814527657,-0.08818241497221818,-0.05765836534107621,0.10435121951219514,-0.0013866920502274144,-0.0009521416519951528,-4.7800543805548765e-05
BKIE,BNY Mellon International Equity ETF,"周PINK下穿94, , 倍量柱(1次)",79.49,19974.0,1587733.26,93.08959188895575,0.0,94.39993403064558,0.0,0,0,0.8232595222029744,0.8369097090142378,-0.027300373622526797,-0.21797589967054679,0.7757804878048781,0.01415386151006981,0.012279784569527805,0.00020614846345962047
BLE,BlackRock Municipal Income Trust II,"周PINK上穿10, , 倍量柱(2次)",10.385,68467.0,711029.795,0.5232441252945268,0.0,6.992766365409803,0.0,0,0,-0.11250127215099326,-0.04118504322647501,-0.1426324578490365,-0.12119728218375943,0.1013770731707317,-0.0018947070026857221,-0.001397834937023995,-5.465592722278999e-05
BOLD,"Boundless Bio, Inc. Common Stock","日PINK上穿10, 日BLUE>150(5天), , 周BLUE>150(3周)",1.58,19602.0,30971.16,7.617750163522281,0.0,1.24958927474303,0.0,0,0,-0.1889780230616096,-0.20181469334081234,0.025673340558405477,0.006822091612671695,0.015488048780487807,-0.003062595572912795,-0.0032122506142534908,1.6462054547476547e-05
BTCM,BIT Mining Limited,"周BLUE>150(2周), 倍量柱(1次)",1.88,7386.0,13885.679999999998,6.934667390159315,0.0,0.32384111221030243,0.0,0,0,-0.16482274404476316,-0.18888688654133906,0.048128284993151804,0.027059363005356316,0.01849609756097561,-0.0025693541845143338,-0.0028352203211952673,2.9245275034902688e-05
BTX,BlackRock Technology and Private Equity Term Trust,"周BLUE>150(4周), 倍量柱(1次)",6.595,366998.0,2420351.81,68.2181168222094,0.0,7.863911402745246,0.0,0,0,0.13717224992231625,0.1729713441473148,-0.0715981884499971,-0.008923349076752803,0.06465853658536586,0.0005461366106370852,0.0006151684208834122,-7.593499127095977e-06
BW,"Babcock & Wilcox Enterprises, Inc.","周BLUE>150(3周), 倍量柱(1次)",0.837,685029.0,573369.2729999999,-0.1991418993548273,129.44289618074046,-2.329824240328901,199.99999999999997,0,0,-0.13721774920999197,-0.1327257175300183,-0.008984063359947336,0.0021056578247640833,0.008533658536585366,-0.00220766049588428,-0.002124340958204507,-9.165149144775053e-06
BWA,Yahoo Finance,"周PINK上穿10, 周BLUE>150(5周), 倍量柱(1次)",28.54,1071027.0,30567110.58,12.508619107642549,0.0,9.529241374652237,0.0,0,0,-0.7144304980936802,-0.6904321119200736,-0.047996772347213223,-0.026167874689588096,0.2786585365853658,-0.011904113058785637,-0.011628786434792995,-3.028592863919058e-05
BXMT,"Blackstone Mortgage Trust, Inc. (NEW)","周PINK下穿94, , 倍量柱(1次)",20.805,428593.0,8916877.365,91.70511941656397,0.0,96.37031147407973,0.0,0,0,0.4344349664851883,0.4692301182116493,-0.06959030345292194,-0.16154817387314366,0.20328048780487804,0.007462653983445089,0.006806057372436788,7.222562721091311e-05
BYM,BLACKROCK MUNICIPAL INCOME QUALITY TRUST,"周PINK上穿10, , 倍量柱(1次)",10.755,66971.0,720273.1050000001,2.938298001715748,116.3820356149007,7.938986580086276,0.0,0,0,-0.1452079529472634,-0.07202497844063781,-0.1463659490132512,-0.13106543378871893,0.10489926829268294,-0.002405943806712413,-0.0019273371775510063,-5.264672920775471e-05
CAPL,CrossAmerica Partners LP Common units representing limited partner interests,"周PINK下穿94, , 倍量柱(1次)",23.649,4339.0,102613.011,82.82850289154055,0.0,94.6384112801262,0.0,0,0,0.2854903646342919,0.2853698754804751,0.00024097830763358807,-0.010773252304992794,0.2304829268292683,0.004849393502021709,0.004672246691932034,1.94861491098643e-05
