symbol,price,Volume,turnover,blue_daily,max_blue_daily,blue_days,latest_day_blue_value,blue_weekly,max_blue_weekly,blue_weeks,latest_week_blue_value,has_day_week_blue,day_heima_count,week_heima_count,day_juedi_count,week_juedi_count,has_day_heima,has_week_heima,has_day_juedi,has_week_juedi,latest_cci_daily,latest_cci_weekly,company_name
TTD,35.815,5388893.0,19300.3202795,0.0,52.69235778782264,0,0.0,0.0,199.99999999999997,2,199.99999999999997,False,0,1,1,1,False,True,True,True,-153.90881983678537,-112.5209157364726,"The Trade Desk, Inc."
BLNK,0.814,2708715.0,220.489401,107.3509900839937,116.31201941086107,4,107.3509900839937,0.0,0.0,0,0.0,False,1,1,0,1,True,True,False,True,-105.12653990910255,-146.09344904148546,Blink Charging Co. Common Stock
BSII,9.99,202373.0,202.170627,0.0,200.0,3,200.0,114.56413807700564,114.56413807700564,0,0.0,False,0,0,1,1,False,False,True,True,-127.34281754900313,-287.0056998424701,Black Spade Acquisition II Co Class A Ordinary Share
MSTX,4.5801,27682401.0,12678.81648201,0.0,0.0,0,0.0,0.0,200.0,2,200.0,False,1,0,1,1,True,False,True,True,-158.48891216726727,-85.58948464891668,Tidal Trust II Defiance Daily Target 2x Long MSTR ETF
BTAL,14.73,114200.0,168.2166,0.0,80.59930253593214,0,0.0,0.0,150.83850271086686,2,150.83850271086686,False,0,1,1,1,False,True,True,True,34.630900445075476,-83.61953507156035,AGF U.S. Market Neutral Anti-Beta Fund
TWM,31.67,335592.0,1062.819864,0.0,130.14424739738553,4,130.14424739738553,0.0,136.48739102406256,1,136.48739102406256,False,0,0,1,1,False,False,True,True,3.4345667519973655,-102.11735232643672,ProShares UltraShort Russell2000
YYAI,0.9081,1294889.0,117.58887009,138.87945847241008,138.87945847241008,1,138.87945847241008,138.58819732369483,154.74446633891182,3,138.58819732369483,False,0,0,1,0,False,False,True,False,-110.84618861231203,-48.82059461145752,Connexa Sports Technologies Inc. Common Stock
RC,2.145,5470514.0,1173.4252529999999,74.5262867937246,74.5262867937246,0,0.0,181.77826378889065,181.77826378889065,2,181.77826378889065,False,0,0,1,0,False,False,True,False,-210.02689555018628,-107.92913348085878,Ready Capital Corporation
BUJA,3.66,343338.0,125.661708,139.52191597643343,139.52191597643343,1,139.52191597643343,200.0,200.0,3,200.0,False,0,0,1,1,False,False,True,True,-211.3480605724959,-186.24080199623583,Bukit Jalil Global Acquisition 1 Ltd. Ordinary Shares
VEEV,217.345,683250.0,14850.097125,0.0,140.16618031883598,4,140.16618031883598,0.0,96.75801752390682,0,0.0,False,1,0,1,1,True,False,True,True,-144.2604286205462,-136.10634539624138,Veeva Systems Inc.
CETX,2.2,698076.0,153.57672000000002,49.164909340239376,49.164909340239376,0,0.0,143.59907512126915,143.9367380834892,4,143.59907512126915,False,0,0,0,1,False,False,False,True,-99.8700647697442,-134.59218418120037,CEMTREX INC.
CAPR,26.03,516808.0,1345.251224,0.0,0.0,0,0.0,0.0,145.3375355928991,2,145.3375355928991,False,0,0,0,0,False,False,False,False,36.76468413662314,156.64576615793084,Capricor Therapeutics Inc
NXRT,28.295,97599.0,276.1563705,159.83349884241628,159.83349884241628,2,159.83349884241628,200.0,200.0,3,200.0,False,1,0,1,1,True,False,True,True,-125.9519043378659,-207.73750943148642,NexPoint Residential Trust Inc
HIW,25.56,377711.0,965.429316,0.0,55.376064814860975,0,0.0,0.0,163.67115767580313,2,163.67115767580313,False,0,0,1,1,False,False,True,True,-82.63098380100949,-123.03079752376499,Highwoods Properties Inc.
CLSD,0.41,2768773.0,113.51969299999999,0.09638119012369553,0.0964668032502584,0,0.0,166.89927160030967,166.89927160030967,2,166.89927160030967,False,1,0,1,1,True,False,True,True,-128.6459524443579,-276.26440948801064,"Clearside Biomedical, Inc. Common Stock"
RNP,19.665,149745.0,294.4735425,0.0,26.61266426208429,0,0.0,0.0,158.45967699733689,2,158.45967699733689,False,0,1,1,1,False,True,True,True,-60.76701708232866,-118.5570018560912,"Cohen & Steers REIT and Preferred and Income Fund, Inc."
VIVK,0.0587,17938673.0,105.30001051,173.08765254829845,200.0,3,173.08765254829845,77.23753055044861,77.23753055044861,0,0.0,False,1,0,0,0,True,False,False,False,-113.86298703153172,-99.89281589466427,"Vivakor, Inc. Common Stock"
CAOS,89.92,13814.0,124.21548800000001,0.0,106.84996346250897,3,101.35020708270777,0.0,0.0,0,0.0,False,0,0,0,0,False,False,False,False,101.2709991158567,1.1359274473088887,Alpha Architect Tail Risk ETF
HIBS,5.1174,1124420.0,575.4106908,0.0,79.30454828347493,0,0.0,0.0,194.29918226477832,2,194.29918226477832,False,0,1,0,1,False,True,False,True,-32.02816808857814,-121.84183752397139,Direxion Daily S&P 500 High Beta Bear 3X Shares
